datetime,temperature,humidity,dew_point,precipitation,pressure,evapotranspiration,wind_speed,soil_temperature,average_CO2,median_N2O,value_CH4,median_SF6
1999-01-24,25.295833333333334,85.375,22.645833333333332,0.10416666666666667,1014.1916666666666,0.13708333333333333,9.685,27.166666666666668,369.26,315.59,1793.72,4.351
1999-01-30,25.599999999999998,83.125,22.483333333333334,0.016666666666666666,1011.125,0.14708333333333332,3.137916666666667,27.600000000000005,369.55,315.59,1814.61,4.351
1999-01-31,24.979166666666668,83.16666666666667,21.920833333333334,0.05416666666666667,1012.275,0.14375000000000002,2.8275,27.600000000000005,369.43,315.59,1809.91,4.351
1999-02-06,26.65416666666667,79.79166666666667,22.858333333333334,0.0375,1014.3458333333333,0.17041666666666666,5.761666666666667,27.80416666666667,369.19,315.59,1802.15,4.351
1999-02-07,26.53333333333333,75.54166666666667,21.804166666666664,0.012500000000000002,1012.7416666666667,0.1991666666666667,6.79625,27.875,369.27,315.59,1800.69,4.351
1999-02-13,26.858333333333334,80.625,23.21666666666667,0.0625,1012.9499999999999,0.16833333333333333,4.144166666666666,27.899999999999995,369.03,315.59,1803.53,4.351
1999-02-14,26.65416666666667,81.20833333333333,23.170833333333334,0.0,1014.6958333333333,0.17500000000000002,4.366666666666666,27.833333333333332,368.79,315.59,1794.39,4.351
1999-02-20,26.3,85.25,23.59166666666667,0.05833333333333334,1012.1750000000001,0.15625,2.40375,27.899999999999995,369.14,315.59,1778.73,4.351
1999-02-21,26.02916666666667,86.95833333333333,23.704166666666666,0.075,1013.1625,0.16166666666666665,1.7570833333333333,27.899999999999995,369.24,315.59,1793.54,4.351
1999-02-27,25.754166666666666,81.29166666666667,22.275000000000002,0.15833333333333333,1015.5749999999999,0.17625000000000002,9.495416666666667,27.5,368.19,315.59,1783.73,4.351
1999-02-28,25.94583333333333,83.625,22.916666666666668,0.04583333333333334,1015.875,0.17375,7.578333333333333,27.5,368.19,315.59,1775.34,4.351
1999-03-05,25.3875,79.91666666666667,21.662499999999998,0.03333333333333333,1012.6083333333332,0.18791666666666665,7.010000000000001,27.666666666666668,369.06,315.59,1749.65,4.351
1999-03-07,25.6875,80.25,21.9875,0.02916666666666667,1011.5541666666667,0.18125000000000002,5.612916666666667,27.866666666666664,369.39,315.59,1768.82,4.351
1999-03-12,25.34166666666667,83.70833333333333,22.325,0.07083333333333335,1011.1541666666667,0.16041666666666668,2.9416666666666664,28.0,370.36,315.59,1813.6,4.351
1999-03-14,26.133333333333336,78.625,22.09583333333333,0.008333333333333333,1012.2333333333332,0.19541666666666668,5.327083333333333,27.899999999999995,370.34,315.59,1784.33,4.351
1999-03-19,26.583333333333332,80.95833333333333,23.054166666666664,0.07500000000000001,1012.3416666666667,0.19791666666666666,7.888333333333333,28.0,370.48,315.59,1783.0,4.351
1999-03-26,26.4375,81.0,22.875,0.05416666666666667,1014.4708333333333,0.20125,6.960416666666667,28.0,370.9,315.59,1785.65,4.351
1999-04-02,26.400000000000002,80.91666666666667,22.833333333333332,0.041666666666666664,1015.1,0.20583333333333334,7.230833333333333,28.0,371.69,315.59,1799.56,4.351
1999-04-04,26.65416666666667,80.04166666666667,22.8875,0.020833333333333332,1014.4208333333332,0.20750000000000002,4.9475,28.0,371.89,315.59,1807.53,4.351
1999-04-09,26.708333333333332,77.33333333333333,22.3875,0.02916666666666667,1015.5458333333332,0.22166666666666668,4.97375,28.0,371.75,315.59,1809.1,4.351
1999-04-11,26.570833333333336,77.70833333333333,22.241666666666664,0.07916666666666668,1014.0166666666668,0.22458333333333336,7.754166666666666,28.0,371.67,315.59,1822.93,4.351
1999-04-16,26.241666666666664,83.33333333333333,23.166666666666668,0.08750000000000001,1015.1625,0.19791666666666666,9.305,27.899999999999995,370.6,315.59,1800.78,4.351
1999-04-18,26.7,81.29166666666667,23.22083333333333,0.012500000000000002,1012.3958333333334,0.21,6.89,28.0,370.45,315.59,1804.72,4.351
1999-04-23,26.679166666666664,76.125,22.1375,0.016666666666666666,1012.4291666666667,0.22,3.83,28.7,370.77,315.59,1758.72,4.351
1999-04-25,26.645833333333332,79.54166666666667,22.758333333333336,0.09999999999999999,1014.4499999999999,0.20791666666666667,5.913333333333333,28.433333333333334,370.77,315.59,1787.56,4.351
1999-04-30,26.804166666666664,77.375,22.525000000000002,0.004166666666666667,1013.7708333333334,0.21833333333333335,2.939166666666667,27.96666666666667,371.67,315.59,1781.04,4.351
1999-05-02,26.162499999999998,81.16666666666667,22.6875,0.04583333333333334,1011.9708333333333,0.18916666666666668,6.8500000000000005,28.433333333333334,371.69,315.59,1778.39,4.351
1999-05-07,26.05,86.66666666666667,23.633333333333336,0.1125,1013.1166666666667,0.17875,7.292916666666667,27.866666666666664,371.32,315.59,1783.37,4.351
1999-05-09,26.170833333333334,71.45833333333333,20.545833333333334,0.0,1014.7916666666666,0.255,6.253333333333334,27.53333333333333,371.24,315.59,1787.04,4.351
1999-05-14,26.954166666666666,81.95833333333333,23.620833333333334,0.07083333333333333,1013.1458333333334,0.20458333333333334,5.925,28.133333333333336,370.87,315.59,1776.17,4.351
1999-05-16,26.462500000000002,83.0,23.308333333333334,0.21666666666666665,1013.7875,0.18041666666666667,5.439583333333334,28.266666666666666,370.74,315.59,1777.23,4.351
1999-05-21,27.295833333333334,79.33333333333333,23.34583333333333,0.02916666666666667,1013.8583333333332,0.23,9.35875,28.399999999999995,370.88,315.59,1775.23,4.351
1999-05-23,25.787499999999998,86.54166666666667,23.34166666666667,0.32083333333333336,1013.8791666666666,0.16375,8.199583333333333,28.46666666666667,370.88,315.59,1764.56,4.351
1999-05-28,26.641666666666666,81.91666666666667,23.275000000000002,0.1416666666666667,1014.65,0.2070833333333333,8.674999999999999,28.933333333333334,370.86,315.59,1769.58,4.351
1999-05-30,26.933333333333334,85.16666666666667,24.25,0.10416666666666667,1014.6083333333332,0.18333333333333335,7.954999999999999,28.666666666666668,370.88,315.59,1766.79,4.351
1999-06-04,27.15833333333333,76.58333333333333,22.6875,0.0375,1013.2458333333334,0.24458333333333335,8.778333333333334,28.2,370.65,315.59,1781.7,4.351
1999-06-06,27.325,72.75,22.004166666666666,0.0,1013.3708333333334,0.2304166666666667,4.1775,28.46666666666667,370.55,315.59,1772.34,4.351
1999-06-11,27.129166666666666,78.83333333333333,23.099999999999998,0.06666666666666667,1015.4375,0.2283333333333333,5.678333333333334,28.904166666666665,370.55,315.59,1758.98,4.351
1999-06-13,27.416666666666668,79.25,23.433333333333334,0.041666666666666664,1013.6125000000001,0.22041666666666668,4.235833333333333,29.0,370.58,315.59,1762.41,4.351
1999-06-18,26.77916666666667,80.54166666666667,23.145833333333332,0.11666666666666668,1014.375,0.19499999999999998,1.9070833333333332,29.066666666666666,370.07,315.59,1765.16,4.351
1999-06-20,26.683333333333334,83.04166666666667,23.579166666666666,0.25833333333333336,1013.7375000000001,0.18583333333333332,5.357916666666667,29.266666666666666,370.05,315.59,1766.7,4.351
1999-06-25,27.166666666666668,83.25,24.058333333333334,0.33749999999999997,1014.25,0.20375,7.353333333333333,29.399999999999995,369.99,315.59,1773.85,4.351
1999-07-02,26.929166666666664,81.70833333333333,23.504166666666666,0.17500000000000002,1013.4250000000001,0.21083333333333334,5.980416666666667,29.2,370.12,315.59,1782.77,4.351
1999-07-04,27.724999999999998,76.54166666666667,23.204166666666666,0.020833333333333332,1014.0458333333332,0.23458333333333334,5.482083333333333,29.2,370.21,315.59,1784.72,4.351
1999-07-09,25.829166666666666,85.25,23.125,0.8041666666666667,1010.0416666666666,0.1375,5.739166666666667,29.366666666666664,370.45,315.26,1765.19,4.413
1999-07-11,27.962500000000002,77.04166666666667,23.570833333333336,0.029166666666666664,1011.5333333333333,0.22291666666666665,4.15625,29.46666666666667,370.29,315.73,1764.2,4.39
1999-07-16,27.054166666666664,85.25,24.329166666666666,0.15833333333333335,1012.9208333333332,0.19541666666666668,5.715416666666666,29.399999999999995,369.33,315.08,1765.94,4.423
1999-07-18,28.03333333333333,78.54166666666667,23.941666666666666,0.008333333333333333,1013.4041666666667,0.23583333333333334,6.6625000000000005,29.133333333333336,369.25,315.35,1764.55,4.417
1999-07-23,27.916666666666668,78.625,23.854166666666668,0.0,1012.6833333333334,0.23666666666666666,6.462083333333333,29.066666666666666,368.51,315.02,1762.06,4.446
1999-07-25,27.133333333333336,84.125,24.204166666666666,0.225,1014.6583333333333,0.18916666666666668,6.539166666666667,29.166666666666668,368.43,314.99,1764.29,4.446
1999-07-30,26.320833333333336,87.29166666666667,24.03333333333333,1.0291666666666666,1012.6083333333332,0.14125000000000001,7.349166666666666,29.133333333333336,367.72,314.75,1773.32,4.408
1999-08-01,26.166666666666668,83.83333333333333,23.204166666666666,0.325,1012.6833333333334,0.17333333333333334,5.1975,29.0,367.85,314.8,1769.09,4.453
1999-08-08,27.579166666666666,83.79166666666667,24.558333333333334,0.2625,1013.8708333333334,0.19291666666666665,6.94125,29.8,367.51,315.15,1762.05,4.427
1999-08-13,28.183333333333334,77.5,23.870833333333334,0.11666666666666668,1008.6791666666667,0.20416666666666664,5.43375,29.600000000000005,366.82,314.62,1766.39,4.438
1999-08-15,28.233333333333334,79.08333333333333,24.212500000000002,0.004166666666666667,1013.3208333333333,0.21625000000000003,5.728333333333333,29.600000000000005,366.75,315.185,1766.18,4.4254999999999995
1999-08-20,27.208333333333332,83.625,24.166666666666668,0.4791666666666667,1013.9041666666667,0.16874999999999998,5.68625,29.600000000000005,366.45,315.17,1767.7,4.435
1999-08-22,27.675,79.29166666666667,23.754166666666666,0.09999999999999999,1014.0500000000001,0.15458333333333332,3.0841666666666665,29.600000000000005,366.42,315.1,1763.91,4.443
1999-08-27,28.229166666666668,80.33333333333333,24.520833333333332,0.08333333333333333,1013.7041666666668,0.22166666666666668,6.378333333333334,29.866666666666664,365.67,315.1,1774.13,4.394
1999-08-29,27.175,83.625,24.083333333333332,0.14166666666666666,1013.025,0.19166666666666668,4.58125,29.899999999999995,365.32,315.21000000000004,1774.63,4.46
1999-09-03,28.650000000000002,77.29166666666667,24.258333333333336,0.016666666666666666,1013.5625,0.24041666666666664,7.5808333333333335,29.8,364.27,314.97,1802.07,4.501
1999-09-05,27.3875,81.875,24.0,0.1708333333333333,1012.6125000000001,0.19958333333333333,6.939583333333334,29.633333333333336,364.48,314.85,1776.05,4.496
1999-09-10,27.2,81.33333333333333,23.704166666666666,0.25,1011.8458333333333,0.19374999999999998,3.405416666666667,29.866666666666664,365.16,315.36,1785.08,4.518
1999-09-12,27.416666666666668,81.0,23.858333333333334,0.19166666666666665,1011.8833333333333,0.1925,4.307083333333334,29.899999999999995,365.31,315.08,1773.0,4.523333333333333
1999-09-17,26.304166666666664,85.79166666666667,23.71666666666667,0.9291666666666667,1011.8166666666666,0.13499999999999998,4.88375,30.0,365.33,315.105,1773.95,4.4645
1999-09-19,26.4875,83.75,23.46666666666667,0.7625000000000001,1014.35,0.1725,5.798749999999999,30.0,365.2,315.18,1776.9,4.443
1999-09-24,27.366666666666664,79.33333333333333,23.462500000000002,0.07916666666666668,1016.0916666666667,0.21208333333333332,6.075833333333333,29.833333333333332,364.8,315.08500000000004,1804.05,4.6115
1999-09-26,27.537499999999998,82.125,24.141666666666666,0.3,1014.2375000000001,0.15833333333333333,6.794999999999999,29.633333333333336,364.82,314.76,1798.68,4.59
1999-10-01,27.645833333333332,80.45833333333333,23.96666666666667,0.24583333333333335,1013.4250000000001,0.2025,7.75375,29.633333333333336,365.22,315.12,1802.46,4.48
1999-10-03,27.21666666666667,85.58333333333333,24.59583333333333,0.3125,1012.9208333333332,0.1758333333333333,7.498333333333334,29.600000000000005,365.3,315.03,1798.69,4.526
1999-10-08,27.133333333333336,82.58333333333333,23.895833333333332,0.2708333333333333,1013.1,0.17208333333333334,7.809166666666666,29.5,365.4,315.09,1780.83,4.478
1999-10-10,26.912499999999998,84.08333333333333,23.97083333333333,0.33749999999999997,1012.2083333333334,0.13375,5.866666666666667,29.5,365.34,315.39,1779.16,4.488
1999-10-15,27.241666666666664,82.66666666666667,24.004166666666666,0.12916666666666665,1012.0625,0.17500000000000002,5.570833333333333,29.266666666666666,365.61,315.15,1801.8,4.503
1999-10-17,27.679166666666664,81.0,24.087500000000002,0.7124999999999999,1013.7666666666668,0.17333333333333334,7.732500000000001,29.2,365.75,315.13,1804.04,4.55
1999-10-22,27.587500000000002,82.375,24.28333333333333,0.12083333333333333,1015.2041666666668,0.17666666666666667,9.127916666666666,29.0,365.81,315.36,1783.62,4.482
1999-10-24,27.141666666666666,81.33333333333333,23.666666666666668,0.0375,1012.7083333333334,0.18500000000000003,7.016666666666667,28.899999999999995,365.8,315.32,1765.57,4.468
1999-10-29,27.304166666666664,80.875,23.71666666666667,0.03333333333333333,1013.6208333333334,0.18791666666666665,7.883333333333333,29.0,366.1,314.98,1800.8,4.552
1999-11-05,26.508333333333336,88.08333333333333,24.370833333333334,1.0875000000000001,1011.7416666666667,0.11333333333333334,10.78625,28.666666666666668,366.72,314.87,1790.54,4.542
1999-11-07,26.925,82.875,23.741666666666664,0.07083333333333335,1010.1,0.14125000000000001,5.262083333333333,28.600000000000005,366.8,316.15,1791.01,4.541
1999-11-12,26.258333333333336,86.66666666666667,23.858333333333334,0.7625000000000001,1011.3541666666666,0.11666666666666665,4.745833333333334,28.399999999999995,366.89,316.31,1811.4,4.6594444444444445
1999-11-14,26.40416666666667,79.375,22.454166666666666,0.2791666666666667,1011.6166666666667,0.16708333333333333,6.94625,28.333333333333332,366.91,316.67,1800.59,4.6338888888888885
1999-11-21,26.358333333333334,85.5,23.71666666666667,0.1625,1011.7583333333333,0.13,7.560833333333334,28.2,367.24,314.69,1809.63,4.551
1999-11-26,27.400000000000002,72.08333333333333,21.920833333333334,0.0,1013.3583333333332,0.19499999999999998,6.525833333333334,28.266666666666666,367.57,315.07,1794.59,4.565
1999-11-28,26.579166666666666,80.25,22.858333333333334,0.05416666666666667,1011.8375000000001,0.16874999999999998,7.9941666666666675,28.3,367.6,315.02,1796.05,4.511
1999-12-03,27.1375,82.66666666666667,23.920833333333334,0.041666666666666664,1015.1291666666666,0.14291666666666666,6.505,28.03333333333333,367.93,315.073125,1793.21,4.5231875
1999-12-10,26.837500000000002,80.41666666666667,23.170833333333334,0.012500000000000002,1013.9041666666667,0.16375,7.207083333333333,27.8,368.06,315.1475,1796.24,4.5402499999999995
1999-12-12,26.429166666666664,77.0,22.0625,0.0,1013.525,0.16333333333333333,4.187916666666667,27.899999999999995,368.05,315.16875,1793.17,4.545125
1999-12-17,26.683333333333334,73.625,21.59583333333333,0.025000000000000005,1014.1999999999999,0.18999999999999997,8.071666666666667,28.0,368.43,315.49,1791.44,4.553
1999-12-19,26.866666666666664,77.5,22.583333333333332,0.004166666666666667,1012.7125,0.13875,2.1145833333333335,28.0,368.43,315.19,1797.37,4.565
1999-12-24,26.270833333333332,79.20833333333333,22.391666666666666,0.0,1014.1083333333335,0.15166666666666667,3.6,28.0,368.88,315.62,1794.32,4.596
1999-12-26,27.075,74.29166666666667,22.09166666666667,0.004166666666666667,1015.7708333333334,0.16333333333333333,4.309166666666667,27.933333333333334,368.89,315.57,1785.2,4.544
1999-12-31,24.791666666666668,68.625,18.6375,0.0,1012.8958333333334,0.19666666666666666,7.880416666666666,27.899999999999995,368.87,315.36,1807.07,4.596
2000-01-02,25.104166666666668,64.33333333333333,17.795833333333334,0.008333333333333333,1011.3916666666668,0.18833333333333335,5.13,27.899999999999995,368.89,315.7,1801.75,4.635578947368421
2000-01-07,24.754166666666666,65.08333333333333,17.741666666666667,0.0,1016.9458333333333,0.21541666666666667,11.865,27.133333333333336,369.05,315.55,1790.33,4.623473684210526
2000-01-09,26.066666666666666,72.20833333333333,20.662499999999998,0.0,1013.5291666666667,0.19291666666666665,8.4925,27.100000000000005,369.03,315.55,1798.74,4.618631578947368
2000-01-14,24.40416666666667,71.45833333333333,18.8875,0.06666666666666667,1011.0875,0.18916666666666668,7.510416666666667,27.5,369.74,315.72,1789.88,4.606526315789473
2000-01-16,23.983333333333334,84.45833333333333,21.175,0.075,1009.6750000000001,0.13541666666666666,5.633333333333333,27.333333333333332,370.19,315.48400000000004,1816.76,4.601684210526316
2000-01-21,24.59583333333333,72.08333333333333,19.208333333333332,0.008333333333333333,1012.5541666666667,0.19041666666666668,7.964583333333334,27.0,370.42,315.43,1810.35,4.589578947368421
2000-01-23,23.8875,75.41666666666667,19.245833333333334,0.04583333333333334,1014.725,0.18166666666666667,13.42,26.933333333333334,370.24,315.34,1812.59,4.584736842105263
2000-01-28,25.724999999999998,82.0,22.391666666666666,0.1125,1013.7875,0.15958333333333333,6.3620833333333335,26.433333333333334,369.54,315.35,1820.5,4.572631578947369
2000-01-30,24.458333333333332,86.375,22.008333333333336,0.10833333333333334,1014.9833333333332,0.11666666666666665,9.072916666666666,26.399999999999995,369.41,315.88,1792.17,4.56778947368421
2000-02-06,24.116666666666664,72.33333333333333,18.791666666666668,0.07083333333333335,1013.4375,0.18791666666666665,8.8175,26.5,369.77,315.88,1781.39,4.5508421052631585
2000-02-11,24.8875,80.625,21.308333333333334,0.020833333333333332,1014.6166666666667,0.14125000000000001,7.539583333333333,26.8,369.93,315.53,1798.38,4.588
2000-02-18,24.71666666666667,75.125,20.008333333333333,0.0,1015.1750000000001,0.19375,6.676666666666667,26.579166666666666,369.67,315.78,1789.67,4.55
2000-02-20,25.608333333333334,82.33333333333333,22.320833333333336,0.1625,1013.8166666666666,0.16291666666666668,6.9004166666666675,26.766666666666666,369.52,315.51,1807.64,4.61
2000-02-25,26.3875,77.41666666666667,22.070833333333336,0.0,1011.6458333333334,0.1975,5.545416666666667,27.0,370.15,315.91,1795.35,4.619
2000-02-27,25.933333333333334,81.16666666666667,22.433333333333334,0.05000000000000001,1013.3791666666666,0.17208333333333334,4.954583333333333,26.833333333333332,370.27,315.9,1796.54,4.582
2000-03-04,23.604166666666668,63.041666666666664,16.162499999999998,0.0,1018.4,0.21458333333333335,9.03,26.5,370.24,315.7,1800.42,4.612
2000-03-05,24.391666666666666,61.333333333333336,16.4375,0.0,1017.0833333333334,0.22791666666666666,7.7225,26.5,370.24,315.53,1805.32,4.643
2000-03-11,25.354166666666668,81.45833333333333,21.995833333333334,0.02916666666666667,1015.1999999999999,0.18333333333333335,9.504583333333334,26.866666666666664,370.71,315.82,1792.77,4.642
2000-03-12,25.808333333333334,78.375,21.729166666666668,0.016666666666666666,1014.0666666666666,0.18833333333333332,9.002083333333333,26.96666666666667,370.8,315.79,1785.83,4.558
2000-03-18,25.879166666666666,74.79166666666667,21.083333333333332,0.0,1013.0708333333333,0.20333333333333334,2.505,27.0,371.21,315.52,1803.46,4.58
2000-03-19,24.879166666666666,84.5,22.066666666666666,0.4083333333333334,1014.1416666666668,0.11208333333333333,7.334166666666666,26.933333333333334,371.05,315.16,1809.66,4.609
2000-03-25,25.925,77.54166666666667,21.712500000000002,0.0,1016.2875,0.2020833333333333,8.310833333333333,26.5,371.07,315.62,1783.43,4.624
2000-03-26,26.21666666666667,82.20833333333333,22.941666666666666,0.0,1014.4916666666667,0.19625,5.590416666666666,26.5,371.29,315.68,1789.96,4.624230769230769
2000-04-01,26.195833333333336,82.54166666666667,22.9875,0.04583333333333334,1014.7541666666666,0.19333333333333333,7.336666666666667,26.8,371.28,315.77,1801.85,4.625615384615385
2000-04-02,25.979166666666668,86.20833333333333,23.5,0.012500000000000002,1014.5916666666667,0.19000000000000003,4.9262500000000005,26.866666666666664,371.23,315.44,1777.25,4.625846153846154
2000-04-08,25.958333333333332,81.25,22.474999999999998,0.020833333333333332,1014.2333333333332,0.20083333333333334,8.389583333333333,27.433333333333334,371.91,315.52,1803.73,4.629
2000-04-09,25.84166666666667,82.375,22.599999999999998,0.075,1013.9083333333333,0.19458333333333333,5.665833333333333,27.5,372.17,315.55,1807.37,4.642
2000-04-15,26.4375,78.25,22.34166666666667,0.004166666666666667,1013.4541666666668,0.20333333333333334,6.113333333333333,27.8,372.71,315.96,1812.16,4.627
2000-04-16,26.566666666666666,81.16666666666667,23.041666666666668,0.0625,1013.8083333333334,0.19958333333333333,6.012083333333333,27.8,372.5,315.62,1804.86,4.64
2000-04-22,26.120833333333334,81.58333333333333,22.691666666666666,0.2708333333333333,1011.9541666666668,0.18541666666666667,3.7937499999999997,27.866666666666664,372.07,315.58,1787.24,4.616
2000-04-23,25.84583333333333,81.54166666666667,22.429166666666664,0.09583333333333333,1012.0333333333333,0.16583333333333333,1.9295833333333334,27.899999999999995,372.08,315.51,1794.53,4.616
2000-04-29,26.879166666666666,81.04166666666667,23.358333333333334,0.05000000000000001,1014.1791666666667,0.22291666666666665,7.545416666666667,28.0,371.06,315.67,1783.43,4.606
2000-04-30,27.066666666666666,79.29166666666667,23.15416666666667,0.0,1012.875,0.21583333333333332,7.114999999999999,28.0,371.07,316.15,1787.77,4.592
2000-05-06,26.8625,80.16666666666667,23.1375,0.008333333333333333,1014.1291666666666,0.21708333333333332,4.007916666666667,28.46666666666667,371.96,315.7125,1763.14,4.57075
2000-05-07,27.150000000000002,75.70833333333333,22.5,0.0,1014.6041666666666,0.21791666666666665,3.0075000000000003,28.566666666666666,372.04,315.805,1768.1,4.577500000000001
2000-05-13,26.55,89.0,24.570833333333336,0.9833333333333334,1008.3583333333332,0.15625,8.975833333333332,28.03333333333333,371.59,315.8,1768.99,4.55
2000-05-14,26.808333333333334,84.79166666666667,24.0,0.125,1009.0,0.18000000000000002,5.21125,27.933333333333334,371.67,315.98,1768.66,4.578
2000-05-20,27.145833333333332,77.375,22.808333333333334,0.0,1014.7666666666668,0.23583333333333334,3.42,28.3,372.3,315.8,1784.51,4.604
2000-05-21,27.3875,78.125,23.21666666666667,0.0,1016.1625,0.23583333333333334,4.833333333333333,28.366666666666664,372.24,315.65,1786.63,4.646
2000-05-27,27.333333333333332,81.79166666666667,23.954166666666666,0.22083333333333333,1014.0333333333333,0.20750000000000002,6.173333333333333,28.8,371.98,315.78,1768.75,4.58
2000-05-28,26.933333333333334,82.95833333333333,23.770833333333332,0.4124999999999999,1014.2541666666666,0.18000000000000002,5.885000000000001,28.8,372.04,315.51,1762.83,4.587
2000-06-03,26.820833333333336,81.04166666666667,23.295833333333334,0.0375,1013.2333333333332,0.19625,5.2437499999999995,28.53333333333333,372.06,316.235,1773.04,4.6205
2000-06-04,27.504166666666666,78.33333333333333,23.383333333333336,0.004166666666666667,1012.7791666666667,0.21541666666666667,4.630833333333333,28.5,372.08,316.19,1780.04,4.633
2000-06-10,27.912499999999998,78.83333333333333,23.900000000000002,0.025000000000000005,1015.2833333333333,0.22791666666666666,9.16375,28.96666666666667,371.85,316.31,1777.9,4.667
2000-06-11,27.416666666666668,82.91666666666667,24.2375,0.13333333333333333,1013.5708333333333,0.17500000000000002,8.592083333333333,29.0,371.83,315.86,1765.4,4.606
2000-06-17,26.670833333333334,83.66666666666667,23.641666666666666,0.3,1013.6291666666666,0.1779166666666667,5.927499999999999,28.8,371.99,316.05,1773.44,4.682
2000-06-18,27.84166666666667,78.20833333333333,23.679166666666664,0.0,1013.8041666666667,0.23208333333333334,4.78125,28.866666666666664,371.95,316.06,1775.26,4.635
2000-06-24,26.679166666666664,79.79166666666667,22.84583333333333,0.2625,1010.775,0.2041666666666667,3.450416666666667,29.399999999999995,371.49,315.95,1771.94,4.635
2000-06-25,26.704166666666666,80.25,23.016666666666666,0.2125,1011.8333333333334,0.18916666666666668,4.9558333333333335,29.333333333333332,371.41,315.8,1775.89,4.714
2000-07-01,26.6875,83.875,23.704166666666666,0.16666666666666666,1010.7125,0.19333333333333336,5.21,29.366666666666664,370.49,316.385,1762.85,4.6475
2000-07-02,26.354166666666668,81.625,22.979166666666668,0.125,1010.225,0.18916666666666668,2.044583333333333,29.399999999999995,370.38,316.4125,1759.25,4.63875
2000-07-08,27.212500000000002,85.125,24.474999999999998,0.06666666666666667,1012.5500000000001,0.2020833333333333,6.982916666666667,29.066666666666666,370.37,316.15333333333336,1755.82,4.705333333333334
2000-07-09,27.541666666666668,83.79166666666667,24.554166666666664,0.0375,1012.6791666666667,0.21291666666666667,7.04,29.166666666666668,370.31,316.13666666666666,1774.19,4.7026666666666666
2000-07-15,26.116666666666664,86.41666666666667,23.650000000000002,0.9958333333333332,1013.3208333333333,0.1175,7.147916666666667,29.150000000000002,370.15,316.1,1770.35,4.643
2000-07-16,26.71666666666667,83.91666666666667,23.724999999999998,0.625,1012.8833333333333,0.14875000000000002,6.214166666666666,29.03333333333333,370.1,316.42,1767.4,4.656
2000-07-22,27.008333333333336,79.79166666666667,23.208333333333332,0.05416666666666667,1010.9250000000001,0.1991666666666667,5.392499999999999,29.53333333333333,369.58,316.19,1768.72,4.664
2000-07-23,27.1125,78.66666666666667,23.066666666666666,0.029166666666666664,1009.7041666666668,0.22124999999999997,3.2412500000000004,29.8,369.35,316.15,1762.95,4.666
2000-07-29,27.65416666666667,81.375,24.1375,0.08333333333333333,1013.1041666666666,0.19875,5.548333333333333,29.899999999999995,369.15,316.31666666666666,1766.84,4.664333333333333
2000-07-30,27.358333333333334,80.70833333333333,23.724999999999998,0.11666666666666665,1012.0124999999999,0.2025,4.607916666666667,29.833333333333332,369.08,316.22,1766.43,4.655
2000-08-05,27.929166666666664,79.125,23.991666666666664,0.025000000000000005,1008.6291666666666,0.20875,4.4870833333333335,29.5,368.68,315.63,1762.89,4.728
